PMID,Title,Abstract,Authors,Journal,Keywords,URL,Affiliations
30277520,Stacking-induced fluorescence increase reveals allosteric interactions through DNA.,"From gene expression to nanotechnology, understanding and controlling DNA requires a detailed knowledge of its higher order structure and dynamics. Here we take advantage of the environment-sensitive photoisomerization of cyanine dyes to probe local and global changes in DNA structure. We report that a covalently attached Cy3 dye undergoes strong enhancement of fluorescence intensity and lifetime when stacked in a nick, gap or overhang region in duplex DNA. This is used to probe hybridization dynamics of a DNA hairpin down to the single-molecule level. We also show that varying the position of a single abasic site up to 20 base pairs away modulates the dye-DNA interaction, indicative of through-backbone allosteric interactions. The phenomenon of stacking-induced fluorescence increase (SIFI) should find widespread use in the study of the structure, dynamics and reactivity of nucleic acids.",,,"Allosteric Regulation, Carbocyanines, DNA, Fluorescence, Fluorescent Dyes, Nucleic Acid Conformation, Single Molecule Imaging, Spectrometry, Fluorescence",,
30275915,Insights into photovoltaic properties of ternary organic solar cells from phase diagrams.,"The efficiency of ternary organic solar cells relies on the spontaneous establishment of a nanostructured network of donor and acceptor phases during film formation. A fundamental understanding of phase composition and arrangement and correlations to photovoltaic device parameters is of utmost relevance for both science and technology. We demonstrate a general approach to understanding solar cell behavior from simple thermodynamic principles. For two ternary blend systems we construct and model phase diagrams. Details of EQE and solar cell parameters can be understood from the phase behavior. Our blend system is composed of PC<sub>70</sub>BM, PBDTTT-C and a near-infrared absorbing cyanine dye. Cyanine dyes are accompanied by counterions, which, in a first approximation, do not change the photophysical properties of the dye, but strongly influence the morphology of the ternary blend. We argue that counterion dissociation is responsible for different mixing behavior. For the dye with a hexafluorophosphate counterion a hierarchical morphology develops, the dye phase separates on a large scale from PC<sub>70</sub>BM and cannot contribute to photocurrent. Differently, a cyanine dye with a TRISPHAT counterion shows partial miscibility with PC<sub>70</sub>BM. A large two-phase region dictated by the PC<sub>70</sub>BM: PBDTTT-C mixture is present and the dye greatly contributes to the short-circuit current.",,,,,
30267977,Selective and efficient detection of picric acid among other nitroaromatics by NIR fluorescent cyanine chemosensors.,"Designed and synthesized a fluorescent probe composed of a Hemi cyanine dye bearing conjugated N, N-dimethyl amino benzaldehyde based fluorophore C1 and C2 as a new visible and near-infrared chemo dosimeter type sensor on highly sensitive and selective chemosensors. The color change and quenching of the dye emission are selective detections of picric acid at nanomolar concentration is accomplished in water medium without having any interference from other NAC's. The protonation and deprotonation between N,N-dimethylaniline, and N,N-diethyl aniline units will prompt to the changes in the targeted ICT molecules and the emission response can be detected on distinct NAC. The dyes C1 and C2 set out towards NACs was explored in the THF-H<sub>2</sub>O medium by UV-vis and fluorescence spectra situated around 560 nm with high molar absorption coefficient. NMR spectroscopic titrations in DMSO‑d<sub>6</sub> for affirming the interface between the picric acid with C1 <sup>1</sup>H NMR was utilized to confirm our proposed mechanism. The as-synthesis of cyanine dyes C1 and C2, involves condensation reaction between (1.0 equiv) of 1,1,2,3-tetramethyl-1H-benzo[e]indol-3-ium iodide 2 with (1.1 equiv.) p-N,N-dimethyl amino benzaldehyde, and catalytic amount of piperidine in ethanol continued by reflux for 7 h under idle states, in this way giving a facile, convenient and minimal effort strategy for detection of picric acid in solution and in contact mode.",,,,,
30234861,Introduction of various substitutions to the methine bridge of heptamethine cyanine dyes Via substituted dianil linkers.,"The unique optical properties of cyanine dyes have prompted their use in numerous applications. Heptamethine cyanines are commonly modified on the methine bridge after synthesis of a meso-chlorine containing cyanine. Herein, a series of heptamethine cyanines containing modified methine bridges were synthesized using substituted dianil linkers. Their optical properties including, molar absorptivity, fluorescence, and quantum yield were measured as well as their hydrophobic effects in polar buffer solution. It was shown that dyes containing cyclopentene in the methine bridge or a phenyl ring in the meso position display increased molar absorptivity while the increased flexibility of the dye containing a cycloheptene in the methine bridge prevented fluorescence.",,,,,
30187756,Near Length-Independent Conductance in Polymethine Molecular Wires.,"Polymethine dyes are linear π-conjugated compounds with an odd number of carbons that display a much greater delocalization in comparison to polyenes that have an even number of carbon atoms in their main chain. Herein, we perform scanning tunneling microscope based break-junction measurements on a series of three cyanine dyes of increasing length. We demonstrate, at the single molecule level, that these short chain polymethine systems exhibit a substantially smaller decay in conductance with length (attenuation factor β = 0.04 Å<sup>-1</sup>) compared to traditional polyenes (β ≈ 0.2 Å<sup>-1</sup>). Furthermore, we show that by changing solvent we are able to shift the β value, demonstrating a remarkable negative β value, with conductance increasing with molecular length. First principle calculations provide support for the experimentally observed near-uniform length dependent conductance and further suggest that the variations in β with solvent are due to solvent-induced changes in the alignment of the frontier molecular orbitals relative to the Fermi energy of the leads. A simplified Hückel model suggests that the smaller decay in conductance correlates with the smaller degree of bond order alternation present in polymethine compounds compared to polyenes. These findings may enable the design of molecular wires without a length-dependent decay for efficient electron transport at the nanoscale.",,,,,
30128042,Near-Infrared-II (NIR-II) Bioimaging <i>via</i> Off-Peak NIR-I Fluorescence Emission.,"Significantly reduced photon scattering and minimal tissue autofluorescence levels in the second biological transparency window (NIR-II; 1000-1700 nm) facilitate higher resolution <i>in vivo</i> biological imaging compared to tradition NIR fluorophores (~700-900 nm). However, the existing palette of NIR-II fluorescent agents including semiconducting inorganic nanomaterials and recently introduced small-molecule organic dyes face significant technical and regulatory hurdles prior to clinical translation. Fortunately, recent spectroscopic characterization of NIR-I dyes (e.g., indocyanine green (ICG), IRDye800CW and IR-12N3) revealed long non-negligible emission tails reaching past 1500 nm. Repurposing the most widely used NIR dye in medicine, in addition to those in the midst of clinical trials creates an accelerated pathway for NIR-II clinical translation. This review focuses on the significant advantage of imaging past 1000 nm with NIR-I fluorophores from both a basic and clinical viewpoint. We further discuss optimizing NIR-I dyes around their NIR-II/shortwave infrared (SWIR) emission, NIR-II emission tail characteristics and prospects of NIR-II imaging with clinically available and commercially available dyes.",,,"Benzenesulfonates, Electromagnetic Radiation, Fluorescent Dyes, Indocyanine Green, Indoles, Optical Imaging",,
29989586,[Substrate Properties of New Fluorescently Labeled Deoxycytidine Triphosphates in Enzymatic Synthesis of DNA with Polymerases of Families A and B].,"The efficiency of the incorporation of fluorescently labeled derivatives of 2'-deoxycytidine in DNA synthesized de novo has been studied using PCR with Taq and Tth polymerases of family A and Vent (exo-) and Deep Vent (exo-) polymerases of family B. Four derivatives of 5'-triphosphate-2'-deoxycytidine (dCTP) have different chemical structures of the indodicarbocyanine dye and Cy5 analogue attached to position 5 of cytosine. The kinetics of the accumulation of the PCR products and the intensity of the fluorescent signals in the hybridization analysis with immobilized DNA probes depend on the modification of the fluorescently labeled dCTP counterpart, its concentration, and the type of DNA polymerase. All labeled triphosphates showed some inhibitory effects on PCR. The best balance between the efficiency of incorporating labeled cytidine derivatives and the negative effect on the PCR kinetics has been shown in the case of Hot Taq polymerase in combination with the Cy5-dCTP analogue, which contains containing electrically neutral chro-mophore, the axis of which is a continuation of the linker between the chromophore and the pyrimidine base.",,,"Carbocyanines, DNA, DNA-Directed DNA Polymerase, Deoxycytosine Nucleotides, Staining and Labeling",,
29985542,Repurposing Cyanine NIR-I Dyes Accelerates Clinical Translation of Near-Infrared-II (NIR-II) Bioimaging.,"The significantly reduced tissue autofluorescence and scattering in the NIR-II region (1000-1700 nm) opens many exciting avenues for detailed investigation of biological processes in vivo. However, the existing NIR-II fluorescent agents, including many molecular dyes and inorganic nanomaterials, are primarily focused on complicated synthesis routes and unknown immunogenic responses with limited potential for clinical translation. Herein, the >1000 nm tail emission of conventional biocompatible NIR cyanine dyes with emission peaks at 700-900 nm is systematically investigated, and a type of bright dye for NIR-II imaging with high potential for accelerating clinical translation is identified. The asymmetry of the π domain in the S<sub>1</sub> state of NIR cyanine dyes is proven to result in a twisted intramolecular charge-transfer process and NIR-II emission, establishing a general rule to guide future NIR-I/II fluorophore synthesis. The screened NIR dyes are identified to possess a bright emission tail in the NIR-II region along with high quantum yield, high molar-extinction coefficient, rapid fecal excretion, and functional groups amenable for bioconjugation. As a result, NIR cyanine dyes can be used for NIR-II imaging to afford superior contrast and real-time imaging of several biological models, facilitating the translation of NIR-II bioimaging to clinical theranostic applications.",,,,,
29975386,Tubular J-aggregates of a new thiacarbocyanine Cy5 dye for the far-red spectral region - a spectroscopic and cryo-transmission electron microscopy study.,"The aggregation behavior of a phenol-substituted thiacarbocyanine Cy5 dye (5-chloro-2-[5-[5-chloro-3-(4-sulfobutyl)-3H-benzothiazol-2-ylidene]-3-phenyl-penta-1,3-dienyl]-3-(4-sulfobutyl)-benzothiazol-3-ium hydroxide, inner salt, triethylammonium salt) in aqueous solution is investigated using steady-state absorption, linear dichroism, and fluorescence spectroscopies, as well as cryogenic transmission electron microscopy (cryo-TEM). By increasing the concentration, the dye self-assembles in pure water into dimers and H-aggregates, the latter being uniform particles of ∼2.6 nm size. In the presence of NaCl, two different types of J-aggregates are observed depending on salt concentration (varied from 10 to 100 mM). At low salt concentration (10 mM) a J-aggregate of extended mono-layered sheets prevails, which disappears after a few days, whereas a second type of J-aggregate emerges. Generally, the latter dominates in matured solutions in particular at high salt concentration and seems to be the thermodynamically stable species. This J-aggregate shows three perpendicularly polarized absorption bands and fluoresces in the far-red at around 800 nm. The most intensive and very narrow (fwhm of 238 cm-1) absorption band is centered at 796 nm. Cryo-TEM reveals uniform nanotubes of ∼7 nm diameter and micrometer length. They represent the first tubular cyanine dye J-aggregates that are active in the far-red. Moreover, the studied dye is a prime example of cyanine dyes showing two self-assembly pathways that lead to different species of J-aggregates with distinct optical and morphological properties.",,,,,
29972713,A Far-Red Fluorescent DNA Binder for Interaction Studies of Live Multidrug-Resistant Pathogens and Host Cells.,"Transgene expression of green fluorescent protein (GFP) has facilitated the spatiotemporal investigation of host-pathogen interactions; however, introduction of the GFP gene remains challenging in drug-resistant bacteria. Herein, we report a novel far-red fluorescent nucleic acid stain, 6-TramTO-3, which efficiently labels bacteria through a DNA binding mode without affecting growth and viability. Exemplarily, we stained Klebsiella pneumoniae, a major threat to hospitalized patients, and deciphered divergent interaction strategies of antibiotic-resistant and antibiotic-sensitive Klebsiella strains with immune cells. 6-TramTO-3 constitutes an off-the-shelf reagent for real-time analysis of bacterial infection, including strains for which the use of genetically encoded reporters is not feasible. Eventually, our approach may aid the development of strategies to combat a major worldwide health threat: multidrug-resistant bacteria.",,,"Carbocyanines, DNA, Bacterial, Drug Resistance, Multiple, Bacterial, Fluorescent Dyes, Humans, Klebsiella Infections, Klebsiella pneumoniae, Macrophages, Spectrometry, Fluorescence, Staining and Labeling",,
29958414,Loading IR820 Using Multifunctional Dendrimers with Enhanced Stability and Specificity.,"Cyanine dyes are promising candidates in biomedical applications. Although various delivery systems have been developed to enhance their properties, their dendrimer-based delivery systems are seldom investigated. Herein, amine-terminated generation 5 poly(amidoamine) (G5.NH₂) dendrimers and new indocyanine green (IR820) dyes were chosen as models to study the loading ability of dendrimers for cyanine dynes. G5.NH₂ dendrimers were pre-modified with arginine-glycine-aspartic (RGD) peptides, poly(ethylene glycol) chains, and acetyl groups to be endowed with cancer cell specificity and biocompatibility. The formed Ac-PR dendrimers were used to load IR820, followed by thorough characterization. The loaded number of IR820 was estimated to be 6.7 per dendrimer. The stability of IR820 was improved through dendrimer loading, which was proved by their UV-vis spectra under different kinds of storage conditions. In addition, the formed Ac-PR dendrimers can retain the loaded IR820 effectively. Their cytocompatibility was desirable under the studied conditions. Their cellular uptake behaviors were demonstrated to be enhanced by RGD modification, showing concentration-, co-incubation time-, and &alpha;<sub>v</sub>&beta;₃ integrin receptor-dependent properties, displaying a cytoplasm-location. The findings from this work demonstrated the versatile loading and delivery capacity of dendrimers for near-infrared (NIR) dyes, providing fundamental data for the development of dendrimer/NIR dye systems for biomedical applications, especially for cancer theranostic applications.",,,,,
29953208,PEI-NIR Heptamethine Cyanine Nanotheranostics for Tumor Targeted Gene Delivery.,"Polymer-based nanotheranostics are appealing tools for cancer treatment and diagnosis in the fast-growing field of nanomedicine. A straightforward preparation of novel engineered PEI-based nanotheranostics incorporating NIR fluorescence heptamethine cyanine dyes (NIRF-HC) to enable them with tumor targeted gene delivery capabilities is reported. Branched PEI-2 kDa (b2kPEI) is conjugated with IR-780 and IR-783 dyes by both covalent and noncovalent simple preparative methodologies varying their stoichiometry ratio. The as-prepared set of PEI-NIR-HC nanocarriers are assayed in vitro and in vivo to evaluate their gene transfection efficiency, cellular uptake, cytotoxicity, internalization and trafficking mechanisms, subcellular distribution, and tumor specific gene delivery. The results show the validity of the approach particularly for one of the covalent IR783-b2kPEI conjugates that exhibit an enhanced tumor uptake, probably mediated by organic anion transporting peptides, and favorable intracellular transport to the nucleus. The compound behaves as an efficient nanotheranostic transfection agent in NSG mice bearing melanoma G361 xenographs with concomitant imaging signal and gene concentration in the targeted tumor. By this way, advanced nanotheranostics with multifunctional capabilities (gene delivery, tumor-specific targeting, and NIR fluorescence imaging) are generated in which the NIRF-HC dye component accounts for simultaneous targeting and diagnostics, avoiding additional incorporation of additional tumor-specific targeting bioligands.",,,"Animals, Carbocyanines, Cell Line, Fluorescence, Gene Transfer Techniques, Mice, Nanomedicine, Polyethyleneimine, Spectroscopy, Near-Infrared, Theranostic Nanomedicine",,
29888360,The influence of aggregation on the third-order nonlinear optical property of π-conjugated chromophores: the case of cyanine dyes.,"The external molecular environment like the aggregation of molecules can significantly change the intrinsic third-order nonlinear optical (NLO) property of π-conjugated chromophores. A combined experimental and theoretical study was performed to understand the influence of the aggregation of cyanines on the third-order NLO property in spin-coated thin films. Our result indicates that the H and J type cyanine dimers prefer the polyene-like structures and the P type dimer displays a comparatively smaller bond length alternation (BLA). The polarizable continuum model (PCM)-tuned, range-separated (RSE) density functional approach was used to describe the screening effect of the cyanine aggregation. In the thin film, the P aggregate has very small positive isotropic averaged second hyperpolarizability γ, while the J aggregate has the largest positive γ due to the most polarized face-to-tail cyanine-cyanine interaction. Hence, the γ of the isolated cyanines (negative γ) may get cancelled against that of the cyanine aggregates (positive γ) in the thin film. The forward degenerate four-wave mixing technique also confirms a decrease in the magnitude of γ with an increase in the aggregation degree of cyanines. Since the large positive γ of the cyanine also implies strong two-photon absorption (TPA), the J aggregation of cyanines can be used as a potential fabrication method for applications involving TPA.",,,,,
29845158,Carbon coated core-shell multifunctional fluorescent SPIONs.,"Due to their unique magnetic properties, multiple surface functionality and biocompatibility, superparamagnetic iron oxide nanoparticles (SPIONs) show very promising characteristics as magnetic resonance (MR) contrast agents in biomedical applications. However, a lack of fluorescence makes SPIONs inappropriate for multimodal bioimaging. SPIONs surface functionalized by either organic fluorescent molecules or semiconductor quantum dots (QDs) have been reported as bioimaging probes but subsequent deterioration of the fluorescent dyes due to low photostability and quick photobleaching limits their long term practical application. In addition, QDs are found to be toxic in nature. Here, we present a novel one step method to synthesize non-toxic carbon coated highly photostable core-shell magnetic and fluorescent SPIONs with long-lasting fluorescence alongside a superior magnetic resonance (MR) imaging ability. Apart from the highly comparable superparamagnetic properties of the SPIONs, the optical response of the material is much better than commonly used Rhodamine or cyanine dyes.",,,,,
29707479,Towards optimized naphthalocyanines as sonochromes for photoacoustic imaging <i>in vivo</i>.,"In this paper we establish a methodology to predict photoacoustic imaging capabilities from the structure of absorber molecules (sonochromes). The comparative <i>in vitro</i> and <i>in vivo</i> screening of naphthalocyanines and cyanine dyes has shown a substitution pattern dependent shift in photoacoustic excitation wavelength, with distal substitution producing the preferred maximum around 800 nm. Central ion change showed variable production of photoacoustic signals, as well as singlet oxygen photoproduction and fluorescence with the optimum for photoacoustic imaging being nickel(II). Our approach paves the way for the design, evaluation and realization of optimized sonochromes as photoacoustic contrast agents.",,,,,
29698610,Optical Properties of Vibronically Coupled Cy3 Dimers on DNA Scaffolds.,"We examine the effect of electronic coupling on the optical properties of Cy3 dimers attached to DNA duplexes as a function of base pair (bp) separation using steady-state and time-resolved spectroscopy. For close Cy3-Cy3 separations, 0 and 1 bp between dyes, intermediate to strong electronic coupling is revealed by modulation of the absorption and fluorescence properties including spectral band shape, peak wavelength, and excited-state lifetime. Using a vibronic exciton model, we estimate coupling strengths of 150 and 266 cm<sup>-1</sup> for the 1 and 0 bp separations, respectively, which are comparable to those found in natural light-harvesting complexes. For the strongest electronic coupling (0 bp separation), we observe that the absorption band shape is strongly affected by the base pairs that surround the dyes, where more strongly hydrogen-bonded G-C pairs produce a red-shifted absorption spectrum consistent with a J-type dimer. This effect is studied theoretically using molecular dynamics simulation, which predicts an in-line dye configuration that is consistent with the experimental J-type spectrum. When the Cy3 dimers are in a standard aqueous buffer, the presence of relatively strong electronic coupling is accompanied by decreased fluorescence lifetime, suggesting that it promotes nonradiative relaxation in cyanine dyes. However, we show that the use of a viscous solvent can suppress this nonradiative recombination and thereby restore the dimer fluorescent emission. Ultrafast transient absorption measurements of Cy3 dimers in both standard aqueous buffer and viscous glycerol buffer suggest that sufficiently strong electronic coupling increases the probability of excited-state relaxation through a dark state that is related to Cy3 torsional motion.",,,"Base Pairing, Carbocyanines, DNA, Dimerization, Hydrogen Bonding, Molecular Dynamics Simulation, Nucleic Acid Conformation, Spectrometry, Fluorescence",,
29694046,One-Dimensional Organic-Inorganic Hybrid Perovskite Incorporating Near-Infrared-Absorbing Cyanine Cations.,Hybrid perovskite crystals with organic and inorganic structural components are able to combine desirable properties from both classes of materials. Electronic interactions between the anionic inorganic framework and functional organic cations (such as chromophores or semiconductors) can give rise to unusual photophysical properties. Cyanine dyes are a well known class of cationic organic dyes with high extinction coefficients and tunable absorption maxima all over the visible and near-infrared spectrum. Here we present the synthesis and characterization of an original 1D hybrid perovskite composed of NIR-absorbing cyanine cations and polyanionic lead halide chains. This first demonstration of a cyanine-perovskite hybrid material is paving the way to a new class of compounds with great potential for applications in photonic devices.,,,,,
29673982,"Synthesis of some novel dimethine, bis-dimethine cyanine dyes and octacosamethine cyanine dyes endowed with promising biological potency against (HepG2), (Hela), (MCF-7), (MIA), (SN12C) and (H358) cell lines.","Successfully, one step two component synthesis of dimethine cyanine dyes, bis-dimethine cyanine dyes and icosamethine cyanine dyes 2-10via reaction of pyridinium salt 1 with some different aldehydes hope to obtain these compounds with enhanced biological potency as antitumor agents against spontaneous liver (HepG2), cervical (Hela), breast (MCF-7), pancreas (MIA), kidney (SN12C) and lung (H358). The impact of substituted drugs on the tumor cells was reflected by means of structure activity relationship (SAR). Among these dyes, icosamethine cyanine dye 8 recorded an excellent activity toward all the tested cell lines. The newly destined drugs were identified and emphasized by spectroscopy and elemental analyses.",,,"Alkenes, Antineoplastic Agents, Carbocyanines, Cell Line, Tumor, Cell Proliferation, Dose-Response Relationship, Drug, Drug Screening Assays, Antitumor, Fluorescent Dyes, Humans, Molecular Structure, Structure-Activity Relationship",,
29635727,Reverse Solvatochromism of Imine Dyes Comprised of 5-Nitrofuran-2-yl or 5-Nitrothiophen-2-yl as Electron Acceptor and Phenolate as Electron Donor.,"Eight compounds with phenols as electron-donating groups and 5-nitrothiophen-2-yl or 5-nitrofuran-2-yl acceptor moieties in their molecular structures were synthesized. The crystalline structures of six compounds were obtained. Their corresponding phenolate dyes were studied in 29 solvents and the data showed that in all cases a reverse solvatochromism occurred. The results are explained in terms of the ability of the medium to stabilize the electronic ground and excited states of the probes to different extents. The frontier molecular orbitals were analyzed for the protonated and deprotonated forms of the compounds. The calculated geometries are in agreement with the X-ray structures determined for the compounds and it was verified that after their deprotonation an increase in the electron delocalization occurs. Radial distribution functions were calculated for the dyes in water and n-hexane to analyze different solvation patterns resulting from the interaction of the solvents with the dyes. Data obtained by using the Catalán multiparameter equation revealed that the medium acidity is responsible for hypsochromic shifts, whereas the solvent basicity, polarizability, and dipolarity contributed to bathochromic shifts of the solvatochromic band of these dyes. Two model ""hybrid cyanine"" dyes were used in the design of simple experiments to demonstrate that the solvatochromic behavior of these dyes in solution can be tuned with careful consideration of the properties of the medium.",,,,,
29610723,Increasing Photovoltaic Performance of an Organic Cationic Chromophore by Anion Exchange.,"A symmetrical cyanine dye chromophore is modified with different counteranions to study the effect on crystal packing, polarizability, thermal stability, optical properties, light absorbing layer morphology, and organic photovoltaic (OPV) device parameters. Four sulfonate-based anions and the bulky bistriflylimide anion are introduced to the 2-[5-(1,3-dihydro-1,3,3-trimethyl-2H-indol-2-ylidene)-1,3-pentadien-1-yl]-1,3,3-trimethyl-3H-indolium chromophore using an Amberlyst A26 (OH<sup>-</sup> form) anion exchanger. Anionic charge distribution clearly correlates with device performance, whereby an average efficiency of 2% was reached in a standard bilayer organic solar. Evidence is given that the negative charge of the anion distributed over a large number of atoms is significantly more important than the size of the organic moieties of the sulfonate charge carrying group. This provides a clear strategy for future design of more efficient cyanine dyes for OPV applications.",,,,,
29593951,Enhanced Photodynamic Cancer Treatment by Mitochondria-Targeting and Brominated Near-Infrared Fluorophores.,"A noninvasive and selective therapy, photodynamic therapy (PDT) is widely researched in clinical fields; however, the lower efficiency of PDT can induce unexpected side effects. Mitochondria are extensively researched as target sites to maximize PDT effects because they play crucial roles in metabolism and can be used as cancer markers due to their high transmembrane potential. Here, a mitochondria targeting photodynamic therapeutic agent (MitDt) is developed. This photosensitizer is synthesized from heptamethine cyanine dyes, which are conjugated or modified as follows. The heptamethine meso-position is conjugated with a triphenylphosphonium derivative for mitochondrial targeting, the <i>N</i>-alkyl side chain is modified for regulation of charge balance and solubility, and the indolenine groups are brominated to enhance reactive oxygen species generation (ROS) after laser irradiation. The synthesized MitDt increases the cancer uptake efficiency due to the lipo-cationic properties of the triphenylphosphonium, and the PDT effects of MitDt are amplified after laser irradiation because mitochondria are susceptible to ROS, the response to which triggers an apoptotic anticancer effect. Consequently, these hypotheses are demonstrated by in vitro and in vivo studies, and the results indicate strong potential for use of MitDts as efficient single-molecule-based PDT agents for cancer treatment.",,,,,
29570093,Synthesis of highly stable cyanine-dye-doped silica nanoparticle for biological applications.,"Cyanine dyes are widely used in biological labeling and imaging because of their narrow near infrared emission, good brightness and high flexibility in functionalization, which not only enables multiplex analysis and multi-color imaging, but also greatly reduces autofluorescence from biological matter and increases signal-to-noise ratio. Unfortunately, their poor chemical- and photo-stability strongly limits their applications. The incorporation of cyanine dyes in silica nanoparticles provides a solution to the problem. On one hand, the incorporation of cyanine dyes in silica matrix can enhance their chemical- and photo-stability and increase brightness of the nanomaterials. On the other hand, silica matrix provides an optimized condition to host the dye, which helps to maintain their fluorescent properties during application. In addition, the well-established silane technique provides numerous functionalities for diverse applications. However, commercially available cyanine dyes are not very stable at high alkaline conditions, which will gradually lose their fluorescence over time. Our results showed that cyanine dyes are very vulnerable in the reverse micelle system, in which they will lose their fluorescence in less than half an hour. The existence of surfactant could greatly promote degradation of cyanine dyes. Fluorescent silica nanoparticles cannot be obtained at the high alkaline condition with the existence of surfactant. In contrast, the cyanine dyes are relatively stable in Stöber media. Owing to the fast formation of silica particles in Stöber media, the exposure time of cyanine dye in alkaline solution was greatly reduced, and highly fluorescent particles with good morphology and size distribution could be obtained via Stöber approach. However, the increasing water content in the Stöber could reduce the stability of cyanine dyes, which should be avoided. This research here provides a clear guidance on how to successfully synthesize cyanine dye-doped silica nanoparticles with good morphology, size distribution, stability and brightness.",,,"Carbocyanines, Humans, Nanoparticles, Silicon Dioxide",,
29564018,Halogen-containing thiazole orange analogues - new fluorogenic DNA stains.,"Novel asymmetric monomeric monomethine cyanine dyes <b>5a-d</b>, which are analogues of the commercial dsDNA fluorescence binder thiazole orange (<b>TO</b>), have been synthesized. The synthesis was achieved by using a simple, efficient and environmetally benign synthetic procedure to obtain these cationic dyes in good to excellent yields. Interactions of the new derivatives of <b>TO</b> with dsDNA have been investigated by absorption and fluorescence spectroscopy. The longest wavelength absorption bands in the UV-vis spectra of the target compounds are in the range of 509-519 nm and these are characterized by high molar absorptivities (63000-91480 L·mol<sup>-1</sup>·cm<sup>-1</sup>). All investigated dyes from the series are either not fluorescent or their fluorescence is quite low, but they become strongly fluorescent after binding to dsDNA. The influence of the substituents attached to the chromophores was investigated by combination of spectroscopic (UV-vis and fluorescence spectroscopy) and theoretical (DFT and TDDFT calculations) methods.",,,,,
29449447,Tracers for Fluorescence-Guided Surgery: How Elongation of the Polymethine Chain in Cyanine Dyes Alters the Pharmacokinetics of a Dual-Modality c[RGDyK] Tracer.,"The potential of receptor-mediated fluorescence-based image-guided surgery tracers is generally linked to the near-infrared emission profile and good-manufacturing-production availability of fluorescent dyes. Surprisingly, little is known about the critical interaction between the structural composition of the dyes and the pharmacokinetics of the tracers. In this study, a dual-modality tracer design was used to systematically and quantitatively evaluate the influence of elongation of the polymethine chain in a fluorescent cyanine dye on the imaging potential of a targeted tracer. <b>Methods:</b> As a model system, the integrin marker α<sub>v</sub>β<sub>3</sub> was targeted using arginylglycylaspartisc acid [RGD]-based vectors functionalized with a <sup>111</sup>In-diethylenetriaminepentaacetic acid (DTPA) chelate and a fluorescent dye: (Cy3-(SO<sub>3</sub>)methyl-COOH [emission wavelength (λ<sub>em</sub>), 580 nm], Cy5-(SO<sub>3</sub>)methyl-COOH [λ<sub>em</sub>, 680 nm], or Cy7-(SO<sub>3</sub>)methyl-COOH [λ<sub>em</sub>, 780 nm]). Tracers were analyzed for differences in photophysical properties, serum protein binding, chemical or optical stability, and signal penetration through tissue. Receptor affinities were evaluated using saturation and competition experiments. In vivo biodistribution (SPECT imaging and percentage injected dose per gram of tissue) was assessed in tumor-bearing mice and complemented with in vivo and ex vivo fluorescence images obtained using a clinical-grade multispectral fluorescence laparoscope. <b>Results:</b> Two carbon-atom-step variations in the polymethine chain of the fluorescent cyanine dyes were shown to significantly influence the chemical and photophysical characteristics (e.g., stability, brightness, and tissue penetration) of the hybrid RGD tracers. DTPA-Cy5-(SO<sub>3</sub>)methyl-COOH-c[RGDyK] structurally outperformed its Cy3 and Cy7 derivatives. Radioactivity-based evaluation of in vivo tracer pharmacokinetics yielded the lowest nonspecific uptake and highest tumor-to-background ratio for DTPA-Cy5-(SO<sub>3</sub>)methyl-COOH-c[RGDyK] (13.2 ± 1.7), with the Cy3 and Cy7 analogs trailing at respective tumor-to-background ratios of 5.7 ± 0.7 and 4.7 ± 0.7. Fluorescence-based assessment of tumor visibility revealed a similar trend. <b>Conclusion:</b> These findings underline that variations in the polymethine chain lengths of cyanine dyes have a profound influence on the photophysical properties, stability, and in vivo targeting capabilities of fluorescent imaging tracers. In a direct comparison, the intermediate-length dye (Cy5) yielded a superior c[RGDyK] tracer, compared with the shorter (Cy3) and longer (Cy7) analogs.",,,"Animals, Carbocyanines, Cell Line, Tumor, Fluorescent Dyes, Humans, Mice, Oligopeptides, Optical Imaging, Radioactive Tracers, Surgery, Computer-Assisted, Tissue Distribution, Tomography, Emission-Computed, Single-Photon",,
29443093,Determining if DNA Stained with a Cyanine Dye Can Be Digested with Restriction Enzymes.,"Visualization of DNA for fluorescence microscopy utilizes a variety of dyes such as cyanine dyes. These dyes are utilized due to their high affinity and sensitivity for DNA. In order to determine if the DNA molecules are full length after the completion of the experiment, a method is required to determine if the stained molecules are full length by digesting DNA with restriction enzymes. However, stained DNA may inhibit the enzymes, so a method is needed to determine what enzymes one could use for fluorochrome stained DNA. In this method, DNA is stained with a cyanine dye overnight to allow the dye and DNA to equilibrate. Next, stained DNA is digested with a restriction enzyme, loaded into a gel and electrophoresed. The experimental DNA digest bands are compared to an in silico digest to determine the restriction enzyme activity. If there is the same number of bands as expected, then the reaction is complete. More bands than expected indicate partial digestion and less bands indicate incomplete digestion. The advantage of this method is its simplicity and it uses equipment that a scientist would need for a restriction enzyme assay and gel electrophoresis. A limitation of this method is that the enzymes available to most scientists are commercially available enzymes; however, any restriction enzymes could be used.",,,"Carbocyanines, DNA, DNA Restriction Enzymes, Fluorescent Dyes, Humans",,
