PMID,Title,DOI
34111397,"Efficacy and safety of dihydroorotate dehydrogenase (DHODH) inhibitors ""leflunomide"" and ""teriflunomide"" in Covid-19: A narrative review.",10.1016/j.ejphar.2021.174233
34075175,Combination of consensus and ensemble docking strategies for the discovery of human dihydroorotate dehydrogenase inhibitors.,10.1038/s41598-021-91069-7
33986176,Cell-specific transcriptional control of mitochondrial metabolism by TIF1γ drives erythropoiesis.,10.1126/science.aaz2740
33981038,DHODH-mediated ferroptosis defence is a targetable vulnerability in cancer.,10.1038/s41586-021-03539-7
33971967,DHODH and cancer: promising prospects to be explored.,10.1186/s40170-021-00250-z
33876936,Potent Antimalarials with Development Potential Identified by Structure-Guided Computational Optimization of a Pyrrole-Based Dihydroorotate Dehydrogenase Inhibitor Series.,10.1021/acs.jmedchem.1c00173
33844533,"Targeting Acute Myelogenous Leukemia Using Potent Human Dihydroorotate Dehydrogenase Inhibitors Based on the 2-Hydroxypyrazolo[1,5-a]pyridine Scaffold: SAR of the Biphenyl Moiety.",10.1021/acs.jmedchem.0c01549
33835811,Targeting Chikungunya Virus Replication by Benzoannulene Inhibitors.,10.1021/acs.jmedchem.0c02183
33814517,Gentisyl alcohol and homogentisic acid: Plasmodium falciparum dihydroorotate dehydrogenase inhibitors isolated from fungi.,10.2323/jgam.2020.08.004
33806898,A Novel Graph Neural Network Methodology to Investigate Dihydroorotate Dehydrogenase Inhibitors in Small Cell Lung Cancer.,10.3390/biom11030477
33723998,Acridones Are Highly Potent Inhibitors of Toxoplasma gondii Tachyzoites.,10.1021/acsinfecdis.1c00016
33723432,Peroxisomal-derived ether phospholipids link nucleotides to respirasome assembly.,10.1038/s41589-021-00772-z
33716051,Effective deploying of a novel DHODH inhibitor against herpes simplex type 1 and type 2 replication.,10.1016/j.antiviral.2021.105057
33670894,The Synergism between DHODH Inhibitors and Dipyridamole Leads to Metabolic Lethality in Acute Myeloid Leukemia.,10.3390/cancers13051003
33660144,Rare Pathogenic Variants in Mitochondrial and Inflammation-Associated Genes May Lead to Inflammatory Cardiomyopathy in Chagas Disease.,10.1007/s10875-021-01000-y
33610916,Inhibition of mitochondrial complex III induces differentiation in acute myeloid leukemia.,10.1016/j.bbrc.2021.02.027
33603957,Dihydroorotate Dehydrogenase Inhibitors for Treating Acute Myelogenous Leukemia (AML).,10.1021/acsmedchemlett.0c00669
33571819,Leflunomide an immunomodulator with antineoplastic and antiviral potentials but drug-induced liver injury: A comprehensive review.,10.1016/j.intimp.2021.107398
33556871,An update review of emerging small-molecule therapeutic options for COVID-19.,10.1016/j.biopha.2021.111313
33510132,SOX2-dependent expression of dihydroorotate dehydrogenase regulates oral squamous cell carcinoma cell proliferation.,10.1038/s41368-020-00109-x
33496740,DHODH inhibition synergizes with DNA-demethylating agents in the treatment of myelodysplastic syndromes.,10.1182/bloodadvances.2020001461
33461455,"In vitro Evaluation and Molecular Dynamics, DFT Guided Investigation of Antimalarial Activity of Ethnomedicinally used Coptis teeta Wall.",10.2174/1386207324666210118095503
33460737,Investigating dihydroorotate dehydrogenase inhibitor mediated mitochondrial dysfunction in hepatic in vitro models.,10.1016/j.tiv.2021.105096
33416466,"Inhibition of canine distemper virus replication by blocking pyrimidine nucleotide synthesis with A77 1726, the active metabolite of the anti-inflammatory drug leflunomide.",10.1099/jgv.0.001534
33406218,A comprehensive drug repurposing study for COVID19 treatment: novel putative dihydroorotate dehydrogenase inhibitors show association to serotonin-dopamine receptors.,10.1093/bib/bbaa379
33398968,[Structural characteristics and catalytic cycle of dihydroorotate dehydrogenase-a review].,10.13345/j.cjb.200166
33361312,Atypical Molecular Basis for Drug Resistance to Mitochondrial Function Inhibitors in Plasmodium falciparum.,10.1128/AAC.02143-20
33344900,The Dihydroorotate Dehydrogenase Inhibitor Brequinar Is Synergistic with ENT1/2 Inhibitors.,10.1021/acsptsci.0c00124
33297567,"Structural and Biochemical Features of Eimeria tenella Dihydroorotate Dehydrogenase, a Potential Drug Target.",10.3390/genes11121468
33293343,Leflunomide Suppresses the Growth of LKB1-Inactivated Tumors in the Immune-Competent Host and Attenuates Distant Cancer Metastasis.,10.1158/1535-7163.MCT-20-0567
33291455,"IMU-838, a Developmental DHODH Inhibitor in Phase II for Autoimmune Disease, Shows Anti-SARS-CoV-2 and Broad-Spectrum Antiviral Efficacy In Vitro.",10.3390/v12121394
33253576,Store-Operated Calcium Entry as a Therapeutic Target in Acute Pancreatitis: Discovery and Development of Drug-Like SOCE Inhibitors.,10.1021/acs.jmedchem.0c01305
33251354,"Experimental approach, theoretical investigation and molecular docking of 2- chloro-5-fluoro phenol antibacterial compound.",10.1016/j.heliyon.2020.e05464
33249060,The DHODH inhibitor PTC299 arrests SARS-CoV-2 replication and suppresses induction of inflammatory cytokines.,10.1016/j.virusres.2020.198246
33248250,Second-generation immunotherapeutics in multiple sclerosis: can we discard their precursors?,10.1016/j.drudis.2020.11.022
33214811,Use of Dihydroorotate Dehydrogenase Inhibitors for Treatment of Autoimmune Diseases and Cancer.,10.1021/acsmedchemlett.0c00466
33201894,Inhibition of the de novo pyrimidine biosynthesis pathway limits ribosomal RNA transcription causing nucleolar stress in glioblastoma cells.,10.1371/journal.pgen.1009117
33176741,5-aminoimidazole-4-carboxamide ribonucleoside induces differentiation in a subset of primary acute myeloid leukemia blasts.,10.1186/s12885-020-07533-6
33158577,"Comparative study between the anti-P. falciparum activity of triazolopyrimidine, pyrazolopyrimidine and quinoline derivatives and the identification of new PfDHODH inhibitors.",10.1016/j.ejmech.2020.112941
33132734,Development of novel pesticides in the 21st century.,10.1584/jpestics.D20-201
33125935,Rapid determination of nematode cell and organ susceptibility to toxic treatments.,10.1016/j.ijpddr.2020.10.007
33082276,"Selective Vulnerability to Pyrimidine Starvation in Hematologic Malignancies Revealed by AG-636, a Novel Clinical-Stage Inhibitor of Dihydroorotate Dehydrogenase.",10.1158/1535-7163.MCT-20-0550
33078092,"Design, synthesis, molecular modeling, and biological evaluation of acrylamide derivatives as potent inhibitors of human dihydroorotate dehydrogenase for the treatment of rheumatoid arthritis.",10.1016/j.apsb.2020.10.008
33074120,"Potent human dihydroorotate dehydrogenase inhibitory activity of new quinoline-4-carboxylic acids derived from phenolic aldehydes: Synthesis, cytotoxicity, lipophilicity and molecular docking studies.",10.1016/j.bioorg.2020.104373
33061294,Recent Progress in the Development of New Antimalarial Drugs with Novel Targets.,10.2147/DDDT.S265602
33054053,"ASLAN003, a potent dihydroorotate dehydrogenase inhibitor for differentiation of acute myeloid leukemia.",10.3324/haematol.2019.230482
33054042,Mysteries of partial dihydroorotate dehydrogenase inhibition and leukemia terminal differentiation.,10.3324/haematol.2020.254482
33038285,Selective eradication of pluripotent stem cells by inhibiting DHODH activity.,10.1002/stem.3290
33007554,"N-phenyl ureidobenzenesulfonates, a novel class of promising human dihydroorotate dehydrogenase inhibitors.",10.1016/j.bmc.2020.115739
33007394,A carboxylic acid isostere screen of the DHODH inhibitor Brequinar.,10.1016/j.bmcl.2020.127589
32993173,Potential Anti-SARS-CoV-2 Therapeutics That Target the Post-Entry Stages of the Viral Life Cycle: A Comprehensive Review.,10.3390/v12101092
32991846,Investigating the amino acid sequences of membrane bound dihydroorotate:quinone oxidoreductases (DHOQOs): Structural and functional implications.,10.1016/j.bbabio.2020.148321
32955081,Treatment of Coronavirus Disease 2019 Patients With Prolonged Postsymptomatic Viral Shedding With Leflunomide: A Single-center Randomized Controlled Clinical Trial.,10.1093/cid/ciaa1417
32900849,Exploitation of dihydroorotate dehydrogenase (DHODH) and p53 activation as therapeutic targets: A case study in polypharmacology.,10.1074/jbc.RA119.012056
32833084,Design and tests of prospective property predictions for novel antimalarial 2-aminopropylaminoquinolones.,10.1007/s10822-020-00333-x
32829915,Inhibition of porcine epidemic diarrhea virus (PEDV) replication by A77 1726 through targeting JAK and Src tyrosine kinases.,10.1016/j.virol.2020.06.009
32793904,The DHODH Inhibitor PTC299 Arrests SARS-CoV-2 Replication and Suppresses Induction of Inflammatory Cytokines.,10.1101/2020.08.05.238394
32761523,Potential treatment of COVID-19 by inhibitors of human dihydroorotate dehydrogenase.,10.1007/s13238-020-00769-9
32754890,Novel and potent inhibitors targeting DHODH are broad-spectrum antivirals against RNA viruses including newly-emerged coronavirus SARS-CoV-2.,10.1007/s13238-020-00768-w
32751087,Novel Dihydroorotate Dehydrogenase Inhibitors with Potent Interferon-Independent Antiviral Activity against Mammarenaviruses In Vitro.,10.3390/v12080821
32735689,Dihydroorotate dehydrogenase inhibitors in SARS-CoV-2 infection.,10.1111/eci.13366
32696396,A Small-Scale Medication of Leflunomide as a Treatment of COVID-19 in an Open-Label Blank-Controlled Clinical Trial.,10.1007/s12250-020-00258-7
32669511,"Microbial inhibitors active against Plasmodium falciparum dihydroorotate dehydrogenase derived from an Indonesian soil fungus, Talaromyces pinophilus BioMCC-f.T.3979.",10.2323/jgam.2019.11.007
32598086,"A77 1726, the active metabolite of the anti-rheumatoid arthritis drug leflunomide, inhibits influenza A virus replication in vitro and in vivo by inhibiting the activity of Janus kinases.",10.1096/fj.201902793RR
32582763,"Novel Quinazolin-2,4-Dione Hybrid Molecules as Possible Inhibitors Against Malaria: Synthesis and in silico Molecular Docking Studies.",10.3389/fmolb.2020.00105
32579074,"High-throughput virtual screening approach involving pharmacophore mapping, ADME filtering, molecular docking and MM-GBSA to identify new dual target inhibitors of PfDHODH and PfCytbc1 complex to combat drug resistant malaria.",10.1080/07391102.2020.1784288
32572069,Replication of Equine arteritis virus is efficiently suppressed by purine and pyrimidine biosynthesis inhibitors.,10.1038/s41598-020-66944-4
32525770,Dihydroorotate Dehydrogenase Inhibitors Promote Cell Cycle Arrest and Disrupt Mitochondria Bioenergetics in Ramos Cells.,10.2174/1389201021666200611113734
32496056,"Bifunctional Naphtho[2,3-d][1,2,3]triazole-4,9-dione Compounds Exhibit Antitumor Effects In Vitro and In Vivo by Inhibiting Dihydroorotate Dehydrogenase and Inducing Reactive Oxygen Species Production.",10.1021/acs.jmedchem.0c00512
32477115,Repositioning an Immunomodulatory Drug Vidofludimus as a Farnesoid X Receptor Modulator With Therapeutic Effects on NAFLD.,10.3389/fphar.2020.00590
32459610,"Effect of the Intramolecular Hydrogen Bond on the Active Metabolite Analogs of Leflunomide for Blocking the Plasmodium falciparum Dihydroorotate Dehydrogenase Enzyme: QTAIM, NBO, and Docking Study.",10.2174/1573409916666200527133126
32442424,Enhancing the Antiviral Efficacy of RNA-Dependent RNA Polymerase Inhibition by Combination with Modulators of Pyrimidine Metabolism.,10.1016/j.chembiol.2020.05.002
32428996,Structural basis for the function and inhibition of dihydroorotate dehydrogenase from Schistosoma mansoni.,10.1111/febs.15367
32428844,"Vidofludimus calcium, a next generation DHODH inhibitor for the Treatment of relapsing-remitting multiple sclerosis.",10.1016/j.msard.2020.102129
32361977,"Safety, Tolerability and Pharmacokinetics of Vidofludimus calcium (IMU-838) After Single and Multiple Ascending Oral Doses in Healthy Male Subjects.",10.1007/s13318-020-00623-7
32353424,Natural product piperine alleviates experimental allergic encephalomyelitis in mice by targeting dihydroorotate dehydrogenase.,10.1016/j.bcp.2020.114000
32339392,Precision Medicine With Leflunomide: Consideration of the DHODH Haplotype and Plasma Teriflunomide Concentration and Modification of Outcomes in Patients With Rheumatoid Arthritis.,10.1002/acr.24236
32273345,Genetic ablation of the mitoribosome in the malaria parasite Plasmodium falciparum sensitizes it to antimalarials that target mitochondrial functions.,10.1074/jbc.RA120.012646
32248693,Lead Optimization of a Pyrrole-Based Dihydroorotate Dehydrogenase Inhibitor Series for the Treatment of Malaria.,10.1021/acs.jmedchem.0c00311
32212728,Optimization of Tetrahydroindazoles as Inhibitors of Human Dihydroorotate Dehydrogenase and Evaluation of Their Activity and In Vitro Metabolic Stability.,10.1021/acs.jmedchem.9b01658
32151633,Dihydroorotate dehydrogenase in oxidative phosphorylation and cancer.,10.1016/j.bbadis.2020.165759
32034120,Replication and ribosomal stress induced by targeting pyrimidine synthesis and cellular checkpoints suppress p53-deficient tumors.,10.1038/s41419-020-2224-7
31801884,In vitro selection predicts malaria parasite resistance to dihydroorotate dehydrogenase inhibitors in a mouse infection model.,10.1126/scitranslmed.aav1636
31790334,"An exclusive computational insight toward molecular mechanism of MMV007571, a multitarget inhibitor of Plasmodium falciparum.",10.1080/07391102.2019.1700165
31766184,"The Development of Novel Compounds Against Malaria: Quinolines, Triazolpyridines, Pyrazolopyridines and Pyrazolopyrimidines.",10.3390/molecules24224095
31740051,"Cerpegin-derived furo[3,4-c]pyridine-3,4(1H,5H)-diones enhance cellular response to interferons by de novo pyrimidine biosynthesis inhibition.",10.1016/j.ejmech.2019.111855
31734178,Metabolic Modifier Screen Reveals Secondary Targets of Protein Kinase Inhibitors within Nucleotide Metabolism.,10.1016/j.chembiol.2019.10.012
31694929,Identification of DHODH as a therapeutic target in small cell lung cancer.,10.1126/scitranslmed.aaw7852
31665424,The relative rate of kill of the MMV Malaria Box compounds provides links to the mode of antimalarial action and highlights scaffolds of medicinal chemistry interest.,10.1093/jac/dkz443
31621054,The Selective Oral Immunomodulator Vidofludimus in Patients with Active Rheumatoid Arthritis: Safety Results from the COMPONENT Study.,10.1007/s40268-019-00286-z
31589372,CF(3) -Pyridinyl Substitution on Antimalarial Therapeutics: Probing Differential Ligand Binding and Dynamical Inhibitory Effects of a Novel Triazolopyrimidine-Based Inhibitor on Plasmodium falciparum Dihydroorotate Dehydrogenase.,10.1002/cbdv.201900365
31557612,Dihydroorotate dehydrogenase inhibitors in anti-infective drug research.,10.1016/j.ejmech.2019.111681
31545264,Antiviral effects of selected IMPDH and DHODH inhibitors against foot and mouth disease virus.,10.1016/j.biopha.2019.109305
31499527,Discovery of a new pyrimidine synthesis inhibitor eradicating glioblastoma-initiating cells.,10.1093/neuonc/noz170
31431503,The ribonucleoside AICAr induces differentiation of myeloid leukemia by activating the ATR/Chk1 via pyrimidine depletion.,10.1074/jbc.RA119.009396
31420268,Discovery of small molecule inhibitors of human uridine-cytidine kinase 2 by high-throughput screening.,10.1016/j.bmcl.2019.08.010
31391321,Targeting pyrimidine synthesis accentuates molecular therapy response in glioblastoma stem cells.,10.1126/scitranslmed.aau4972
31370178,Structural Optimization and Structure-Activity Relationship of 4-Thiazolidinone Derivatives as Novel Inhibitors of Human Dihydroorotate Dehydrogenase.,10.3390/molecules24152780
31316493,Phytophthora infestans Dihydroorotate Dehydrogenase Is a Potential Target for Chemical Control - A Comparison With the Enzyme From Solanum tuberosum.,10.3389/fmicb.2019.01479
31285422,Apogossypol-mediated reorganisation of the endoplasmic reticulum antagonises mitochondrial fission and apoptosis.,10.1038/s41419-019-1759-y
31211245,Leflunomide Synergizes with Gemcitabine in Growth Inhibition of PC Cells and Impairs c-Myc Signaling through PIM Kinase Targeting.,10.1016/j.omto.2019.04.006
31132976,An in silico Workflow that Yields Experimentally Comparable Inhibitors for Human Dihydroorotate Dehydrogenase.,10.2174/1573409915666190528114703
31132601,"Tetrahydro-1H,5H-pyrazolo[1,2-a]pyrazole-1-carboxylates as inhibitors of Plasmodium falciparum dihydroorotate dehydrogenase.",10.1016/j.bioorg.2019.102982
31087527,A novel series of human dihydroorotate dehydrogenase inhibitors discovered by in vitro screening: inhibition activity and crystallographic binding mode.,10.1002/2211-5463.12658
31085318,Increased stress associated with head-out plethysmography testing can exacerbate respiratory effects and lead to mortality in rats.,10.1016/j.vascn.2019.106580
31069275,Cyclization-blocked proguanil as a strategy to improve the antimalarial activity of atovaquone.,10.1038/s42003-019-0397-3
31047779,Mitochondrial Regulation of the Hippocampal Firing Rate Set Point and Seizure Susceptibility.,10.1016/j.neuron.2019.03.045
31043571,Teriflunomide treatment for multiple sclerosis modulates T cell mitochondrial respiration with affinity-dependent effects.,10.1126/scitranslmed.aao5563
31025527,Case report of recalcitrant allergic contact eczema successfully treated with teriflunomide.,10.1111/dth.12947
30974126,Suppression of pyrimidine biosynthesis by targeting DHODH enzyme robustly inhibits rotavirus replication.,10.1016/j.antiviral.2019.04.005
30949823,Untargeted LC-MS metabolomic studies of Asteraceae species to discover inhibitors of Leishmania major dihydroorotate dehydrogenase.,10.1007/s11306-019-1520-7
30940908,The novel dihydroorotate dehydrogenase (DHODH) inhibitor BAY 2402234 triggers differentiation and is effective in the treatment of myeloid malignancies.,10.1038/s41375-019-0461-5
30938999,"Discovery, Optimization, and Target Identification of Novel Potent Broad-Spectrum Antiviral Inhibitors.",10.1021/acs.jmedchem.9b00091
30858218,DSM265 at 400 Milligrams Clears Asexual Stage Parasites but Not Mature Gametocytes from the Blood of Healthy Subjects Experimentally Infected with Plasmodium falciparum.,10.1128/AAC.01837-18
30788082,Bivalent Ligands for Protein Degradation in Drug Discovery.,10.1016/j.csbj.2019.01.006
30776695,"Ligand-based design, synthesis and biochemical evaluation of potent and selective inhibitors of Schistosoma mansoni dihydroorotate dehydrogenase.",10.1016/j.ejmech.2019.02.018
30738663,"Synthesis of 2-,4,-6-, and/or 7-substituted quinoline derivatives as human dihydroorotate dehydrogenase (hDHODH) inhibitors and anticancer agents: 3D QSAR-assisted design.",10.1016/j.bmcl.2019.01.038
30694669,"Correction to Targeting Myeloid Differentiation Using Potent 2-Hydroxypyrazolo[1,5- a]pyridine Scaffold-Based Human Dihydroorotate Dehydrogenase Inhibitors.",10.1021/acs.jmedchem.9b00057
30685643,Discovery of a novel series of hDHODH inhibitors with anti-pulmonary fibrotic activities.,10.1016/j.bioorg.2019.01.011
30664899,Structural basis for the design of selective inhibitors for Schistosoma mansoni dihydroorotate dehydrogenase.,10.1016/j.biochi.2019.01.006
30663496,"Re-evaluation of Brequinar sodium, a dihydroorotate dehydrogenase inhibitor.",10.1080/15257770.2018.1508692
30626105,Novel Characteristics of Mitochondrial Electron Transport Chain from Eimeria tenella.,10.3390/genes10010029
30529545,"Hydroxyazole scaffold-based Plasmodium falciparum dihydroorotate dehydrogenase inhibitors: Synthesis, biological evaluation and X-ray structural studies.",10.1016/j.ejmech.2018.11.044
30449682,Reactivation of Dihydroorotate Dehydrogenase-Driven Pyrimidine Biosynthesis Restores Tumor Growth of Respiration-Deficient Cancer Cells.,10.1016/j.cmet.2018.10.014
30375858,Identification and Mechanistic Understanding of Dihydroorotate Dehydrogenase Point Mutations in Plasmodium falciparum that Confer in Vitro Resistance to the Clinical Candidate DSM265.,10.1021/acsinfecdis.8b00211
30352802,"Targeting of Hematologic Malignancies with PTC299, A Novel Potent Inhibitor of Dihydroorotate Dehydrogenase with Favorable Pharmaceutical Properties.",10.1158/1535-7163.MCT-18-0863
30351438,Dihydroorotate dehydrogenase inhibitor olorofim exhibits promising activity against all clinically relevant species within Aspergillus section Terrei.,10.1093/jac/dky329
30347213,Revisiting the role of dihydroorotate dehydrogenase as a therapeutic target for cancer.,10.1016/j.pharmthera.2018.10.012
30318938,The emergence of dihydroorotate dehydrogenase (DHODH) as a therapeutic target in acute myeloid leukemia.,10.1080/14728222.2018.1536748
30233375,Selective Cytotoxicity of Dihydroorotate Dehydrogenase Inhibitors to Human Cancer Cells Under Hypoxia and Nutrient-Deprived Conditions.,10.3389/fphar.2018.00997
30200251,Bombyx mori Dihydroorotate Dehydrogenase: Knockdown Inhibits Cell Growth and Proliferation via Inducing Cell Cycle Arrest.,10.3390/ijms19092581
30197997,Isoxazolopyrimidine-Based Inhibitors of Plasmodium falciparum Dihydroorotate Dehydrogenase with Antimalarial Activity.,10.1021/acsomega.8b01573
30145372,Natural products as inhibitors of Leishmania major dihydroorotate dehydrogenase.,10.1016/j.ejmech.2018.08.033
30144461,Inhibiting pyrimidine biosynthesis impairs Ebola virus replication through depletion of nucleoside pools and activation of innate immune responses.,10.1016/j.antiviral.2018.08.012
30019917,Plasmodium falciparum dihydroorotate dehydrogenase: a drug target against malaria.,10.4155/fmc-2017-0250
29939742,"Targeting Myeloid Differentiation Using Potent 2-Hydroxypyrazolo[1,5- a]pyridine Scaffold-Based Human Dihydroorotate Dehydrogenase Inhibitors.",10.1021/acs.jmedchem.8b00373
29909069,"Antimalarial activity of single-dose DSM265, a novel plasmodium dihydroorotate dehydrogenase inhibitor, in patients with uncomplicated Plasmodium falciparum or Plasmodium vivax malaria infection: a proof-of-concept, open-label, phase 2a study.",10.1016/S1473-3099(18)30309-8
29886824,QSAR Studies of Halogenated Pyrimidine Derivatives as Inhibitors of Human Dihydroorotate Dehydrogenase Using Modified Bee Algorithm.,10.2174/1386207321666180611092540
29880605,Pharmacological inhibition of dihydroorotate dehydrogenase induces apoptosis and differentiation in acute myeloid leukemia cells.,10.3324/haematol.2018.188185
29794978,"Synthesis, Design, and Structure⁻Activity Relationship of the Pyrimidone Derivatives as Novel Selective Inhibitors of Plasmodium falciparum Dihydroorotate Dehydrogenase.",10.3390/molecules23061254
29727569,"Design, Synthesis, and Biological Evaluation of 4-Quinoline Carboxylic Acids as Inhibitors of Dihydroorotate Dehydrogenase.",10.1021/acs.jmedchem.7b01862
29723133,Antipyrimidine effects of five different pyrimidine de novo synthesis inhibitors in three head and neck cancer cell lines.,10.1080/15257770.2018.1460479
29672874,Review article: novel oral-targeted therapies in inflammatory bowel disease.,10.1111/apt.14669
29628435,Dependence on the Pyrimidine Biosynthetic Enzyme DHODH Is a Synthetic Lethal Vulnerability in Mutant KRAS-Driven Cancers.,10.1016/j.chembiol.2018.03.005
29621808,"In Vitro Human Dihydroorotate Dehydrogenase Inhibitory, Anti-inflammatory and Cytotoxic Activities of Alkaloids from the Seeds of Nigella glandulifera.",10.1055/a-0598-4866
29582555,"Coptisine, a natural alkaloid from Coptidis Rhizoma, inhibits plasmodium falciparum dihydroorotate dehydrogenase.",10.1111/cbdd.13197
29549331,A DHODH inhibitor increases p53 synthesis and enhances tumor cell killing by p53 degradation blockage.,10.1038/s41467-018-03441-3
29500302,Oral Therapies for Multiple Sclerosis.,10.1101/cshperspect.a032011
29491257,Dihydroorotate Dehydrogenase as a Target for the Development of Novel Helicobacter pylori-Specific Antimicrobials.,10.1248/cpb.c17-00796
29488678,"Monotherapy with a novel intervenolin derivative, AS-1934, is an effective treatment for Helicobacter pylori infection.",10.1111/hel.12470
29467002,"Intraocular DHODH-inhibitor PP-001 suppresses relapsing experimental uveitis and cytokine production of human lymphocytes, but not of RPE cells.",10.1186/s12974-018-1088-6
29358052,Lipids Shape the Electron Acceptor-Binding Site of the Peripheral Membrane Protein Dihydroorotate Dehydrogenase.,10.1016/j.chembiol.2017.12.012
29336544,Identification of Collateral Sensitivity to Dihydroorotate Dehydrogenase Inhibitors in Plasmodium falciparum.,10.1021/acsinfecdis.7b00217
29321371,Assessing drug efficacy against Plasmodium falciparum liver stages in vivo.,10.1172/jci.insight.92587
29316525,"Design, synthesis, and biological evaluation of novel substituted benzamide derivatives bearing a 1,2,3-triazole moiety as potent human dihydroorotate dehydrogenase inhibitors.",10.1016/j.bioorg.2017.12.025
29315647,"Antiviral activity of A771726, the active metabolite of leflunomide, against Junín virus.",10.1002/jmv.25024
29290623,Identification of New Activators of Mitochondrial Fusion Reveals a Link between Mitochondrial Morphology and Pyrimidine Metabolism.,10.1016/j.chembiol.2017.12.001
29221122,Checkpoint kinase 1 inhibition sensitises transformed cells to dihydroorotate dehydrogenase inhibition.,10.18632/oncotarget.19199
29216395,A Randomized Trial Evaluating the Prophylactic Activity of DSM265 Against Preerythrocytic Plasmodium falciparum Infection During Controlled Human Malarial Infection by Mosquito Bites and Direct Venous Inoculation.,10.1093/infdis/jix613
29148803,HsDHODH Microdomain-Membrane Interactions Influenced by the Lipid Composition.,10.1021/acs.jpcb.7b09642
29132266,"In-Silico molecular docking and simulation studies on novel chalcone and flavone hybrid derivatives with 1, 2, 3-triazole linkage as vital inhibitors of Plasmodium falciparum dihydroorotate dehydrogenase.",10.1080/07391102.2017.1404935
29119937,Use of human Dihydroorotate Dehydrogenase (hDHODH) Inhibitors in Autoimmune Diseases and New Perspectives in Cancer Therapy.,10.2174/1574892812666171108124218
29091770,The mTORC1 Signaling Network Senses Changes in Cellular Purine Nucleotide Levels.,10.1016/j.celrep.2017.10.029
28961865,Comparison of the susceptibility of Plasmodium knowlesi and Plasmodium falciparum to antimalarial agents.,10.1093/jac/dkx279
28941392,"Liquid phase combinatorial synthesis of 1,2,5-trisubstituted benzimidazole derivatives as human DHODH inhibitors.",10.1016/j.bioorg.2017.08.016
28928900,"Dihydroorotate dehydrogenase Inhibitors Target c-Myc and Arrest Melanoma, Myeloma and Lymphoma cells at S-phase.",10.7150/jca.14835
28890395,The antifungal arsenal: alternative drugs and future targets.,10.1016/j.ijantimicag.2017.09.002
28833638,"Design, Synthesis, and Characterization of Brequinar Conjugates as Probes to Study DHODH Inhibition.",10.1002/chem.201702999
28807907,Original Chemical Series of Pyrimidine Biosynthesis Inhibitors That Boost the Antiviral Interferon Response.,10.1128/AAC.00383-17
28782186,Application of the Pentafluorosulfanyl Group as a Bioisosteric Replacement.,10.1002/cmdc.201700356
28750572,Small molecules as therapy for uveitis: a selected perspective of new and developing agents.,10.1080/14656566.2017.1361408
28677607,"Design, synthesis, crystal structure and in vitro cytotoxic properties of a novel Schiff base derived from indole and biphenyl.",10.1107/S2053229617009044
28669445,Interconvertible geometric isomers of Plasmodium falciparum dihydroorotate dehydrogenase inhibitors exhibit multiple binding modes.,10.1016/j.bmcl.2017.06.052
28666740,The dihydroorotate dehydrogenases: Past and present.,10.1016/j.abb.2017.06.019
28651831,Multicomplex-based pharmacophore modeling coupled with molecular dynamics simulations: An efficient strategy for the identification of novel inhibitors of PfDHODH.,10.1016/j.jmgm.2017.04.025
28555543,Broad-spectrum inhibition of common respiratory RNA viruses by a pyrimidine synthesis inhibitor with involvement of the host antiviral response.,10.1099/jgv.0.000758
28458037,Human pyrimidine nucleotide biosynthesis as a target for antiviral chemotherapy.,10.1016/j.copbio.2017.03.010
30108840,"Synthesis, structure-activity relationship and binding mode analysis of 4-thiazolidinone derivatives as novel inhibitors of human dihydroorotate dehydrogenase.",10.1039/c7md00081b
28435533,Discovery of Antimalarial Azetidine-2-carbonitriles That Inhibit P. falciparum Dihydroorotate Dehydrogenase.,10.1021/acsmedchemlett.7b00030
28363636,"Safety, tolerability, pharmacokinetics, and activity of the novel long-acting antimalarial DSM265: a two-part first-in-human phase 1a/1b randomised study.",10.1016/S1473-3099(17)30171-8
28333310,Dihydroorotate dehydrogenase inhibitor F901318 has potent in vitro activity against Scedosporium species and Lomentospora prolificans.,10.1093/jac/dkx065
28286324,Effects of dihydroorotate dehydrogenase (DHODH) inhibitors on the growth of Theileria equi and Babesia caballi in vitro.,10.1016/j.exppara.2017.03.002
28270195,"Lapachol, a compound targeting pyrimidine metabolism, ameliorates experimental autoimmune arthritis.",10.1186/s13075-017-1236-x
28255082,PTEN Regulates Glutamine Flux to Pyrimidine Synthesis and Sensitivity to Dihydroorotate Dehydrogenase Inhibition.,10.1158/2159-8290.CD-16-0612
28235702,"Design, synthesis, biological evaluation and X-ray structural studies of potent human dihydroorotate dehydrogenase inhibitors based on hydroxylated azole scaffolds.",10.1016/j.ejmech.2017.02.017
28196676,"Dihydroorotate dehydrogenase (DHODH) inhibitors affect ATP depletion, endogenous ROS and mediate S-phase arrest in breast cancer cells.",10.1016/j.biochi.2017.02.003
29979514,"[Design, synthesis and structure-activity relationship studies of human dihydroorotate dehydrogenase inhibitors].",
28118956,Design and synthesis of potent substrate-based inhibitors of the Trypanosoma cruzi dihydroorotate dehydrogenase.,10.1016/j.bmc.2017.01.009
27994748,Development of ML390: A Human DHODH Inhibitor That Induces Differentiation in Acute Myeloid Leukemia.,10.1021/acsmedchemlett.6b00316
27906623,Orotate (orotic acid): An essential and versatile molecule.,10.1080/15257770.2016.1147580
